Name,Country,Region,Winery,Rating,Price,Year,PriceCategory
Wehlener Sonnenuhr Riesling Kabinett 2015,Germany,Mosel,Markus Molitor,3.9,19.95,2015.0,Economy
Μαλαγουζιά (Malagouziá) 2017,Greece,Achaia,Tetramythos,3.5,9.9,2017.0,Budget
Müller Thurgau 2018,Italy,Südtirol - Alto Adige,Tiefenbrunner,3.7,10.09,2018.0,Economy
Punggl Pinot Grigio 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.9,14.9,2018.0,Economy
Chablis 2018,France,Chablis,Chartron et Trébuchet,3.8,22.95,2018.0,Mid
Fabelhaft Riesling 2017,Germany,Mosel,Fio,3.4,10.35,2017.0,Economy
Ferentano Lazio 2016,Italy,Lazio,Falesco,3.9,26.18,2016.0,Mid
Taylors Pass Vineyard Chardonnay 2016,New Zealand,Marlborough,Villa Maria,3.8,22.1,2016.0,Mid
La Fontaine Aux Enfants Cru d'Alsace 2016,France,Alsace,Marc Kreydenweiss,3.7,22.0,2016.0,Mid
Mandelpfad Riesling GG 2017,Germany,Pfalz,Knipser,3.8,27.0,2017.0,Mid
Gewurztraminer 2016,France,Alsace,Jean-Rémy Haeffelin,3.6,10.71,2016.0,Economy
La Fontaine Aux Enfants Cru d'Alsace 2015,France,Alsace,Marc Kreydenweiss,3.8,22.0,2015.0,Mid
Blauschiefer Riesling Trocken 2018,Germany,Mosel,Kerpen,3.6,7.9,2018.0,Budget
Pago de los Balagueses Chardonnay 2017,Spain,Utiel-Requena,Vegalfaro,3.9,16.47,2017.0,Economy
Côtes du Rhône Blanc 2018,France,Côtes-du-Rhône,Domaine de la Solitude,4.0,8.5,2018.0,Budget
Circumstance Sauvignon Blanc 2018,South Africa,Stellenbosch,Waterkloof,3.8,15.5,2018.0,Economy
Mountain White 2015,South Africa,Stellenbosch,Thelema,3.6,10.9,2015.0,Economy
Gaisböhl G.C 2016,Germany,Pfalz,Dr. Bürklin-Wolf,4.2,54.0,2016.0,Premium
Villa Torre Verdicchio dei Castelli di Jesi Classico Superiore 2017,Italy,Verdicchio dei Castelli di Jesi,Tenuta di Tavignano,3.6,9.95,2017.0,Budget
Ried Steinriegl Sauvignon Blanc 2018,Austria,Südsteiermark,Wohlmuth,3.8,17.4,2018.0,Economy
Castel Firmian Chardonnay Trentino 2018,Italy,Trentino,Mezzacorona,3.3,6.9,2018.0,Budget
Moscatel Old Vines 2018,Spain,Sierras de Málaga,Botani,4.1,16.74,2018.0,Economy
Riesling Classic 2018,Germany,Rheingau,Prinz von Hessen,3.9,9.5,2018.0,Budget
Malterdingen Weisser Burgunder 2016,Germany,Baden,Bernhard Huber,3.9,27.6,2016.0,Mid
Loibenberg Riesling 2015,Austria,Wachau,Pichler-Krutzler,4.3,33.0,2015.0,Mid
Cuvée Vauban Pouilly-Vinzelles 2014,France,Pouilly-Vinzelles,Château de Vinzelles,3.8,17.54,2014.0,Economy
Altima Sauvignon Blanc 2018,South Africa,Overberg,Cape of Good Hope,4.3,13.99,2018.0,Economy
Danie de Wet Chardonnay Sur Lie 2019,South Africa,Robertson,De Wetshof,3.7,8.72,2019.0,Budget
Pinot Gris Alsace Grand Cru 'Kitterlé' 2010,France,Alsace Grand Cru,Domaines Schlumberger,3.9,35.58,2010.0,Mid
Danie de Wet Sauvignon Blanc 2019,South Africa,Robertson,De Wetshof,3.4,6.15,2019.0,Budget
Sulz Sauvignon Blanc 2015,Austria,Südsteiermark,Gross,4.0,27.9,2015.0,Mid
Sancerre Grande Cuvée Blanc 2017,France,Sancerre,Comte Lafond,4.2,38.9,2017.0,Mid
Chardonnay 2018,France,Côtes de Thongue,Domaine Montrose,3.7,8.39,2018.0,Budget
Molamatta Collio Bianco 2015,Italy,Collio,Marco Felluga,3.8,25.99,2015.0,Mid
Grauer Burgunder Trocken 2018,Germany,Rheinhessen,Wittmann,3.7,11.4,2018.0,Economy
Wachstum Bodenstein Grüner Veltliner 2016,Austria,Wachau,Prager,4.4,38.75,2016.0,Mid
Dürnstein Grüner Veltliner 2018,Austria,Wachau,Pichler-Krutzler,3.6,13.7,2018.0,Economy
Riesling 2016,France,Alsace,Albert Boxler,3.9,26.32,2016.0,Mid
Chardonnay 2017,Austria,Burgenland,Paul Achs,3.3,23.61,2017.0,Mid
Blanco 2018,Spain,Rioja Alta,Tarón,3.3,5.76,2018.0,Budget
Perlita Chardonnay 2018,Argentina,Uco Valley,DiamAndes,3.7,9.99,2018.0,Budget
Chardonnay 2018,Germany,Rheinhessen,Knewitz,3.6,8.9,2018.0,Budget
Schiste 2018,France,Vins des Allobroges,Domaine des Ardoisieres,4.3,44.85,2018.0,Mid
Muros Antigos Alvarinho 2019,Portugal,Monção e Melgaço,Anselmo Mendes,3.9,11.5,2019.0,Economy
The King's Bastard Chardonnay 2017,New Zealand,Marlborough,The Kings Series,4.1,16.95,2017.0,Economy
Hinter der Burg Grüner Veltliner 2019,Austria,Wachau,Prager,4.1,19.95,2019.0,Economy
Cap Maritime Chardonnay 2017,South Africa,Hemel-en-Aarde Valley,Boekenhoutskloof,4.1,50.56,2017.0,Premium
Westhofen Riesling Trocken 2018,Germany,Rheinhessen,K.Wechsler,3.8,12.87,2018.0,Economy
Königsbacher Ölberg Riesling 2018,Germany,Pfalz,Von Winning,4.2,19.45,2018.0,Economy
Terresinis 2018,Italy,Valle del Tirso,Vernaccia Oristano,3.9,7.35,2018.0,Budget
Riesling Alte Reben 2018,Germany,Mosel,Maximin Grünhaus,3.9,15.65,2018.0,Economy
Mosel Alte Reben Riesling 2018,Germany,Mosel,Markus Molitor,4.0,17.8,2018.0,Economy
Hydra Vernaccia di San Gimignano 2017,Italy,Vernaccia di San Gimignano,Il Palagione,3.7,11.2,2017.0,Economy
Grüner Veltliner 2017,Hungary,Tolna,Tűzkő,3.3,7.66,2017.0,Budget
Grauburgunder Trocken 2018,Germany,Pfalz,Knipser,3.9,13.8,2018.0,Economy
Karthäuser Riesling 2016,Germany,Nahe,Martin Tesch,3.6,13.9,2016.0,Economy
Saint-Véran 2016,France,Saint-Véran,Les Héritiers du Comte Lafon,4.0,36.33,2016.0,Mid
Serruria Chardonnay 2017,South Africa,Overberg,Cape of Good Hope,4.1,13.99,2017.0,Economy
Axpoint Grüner Veltliner 2017,Austria,Wachau,Gritsch Mauritiushof,3.7,13.54,2017.0,Economy
Orvieto Classico Bianco 2019,Italy,Orvieto,Ruffino,3.6,6.49,2019.0,Budget
Riesling 2018,Germany,Mosel,Weiser-Künstler,4.1,11.5,2018.0,Economy
Sauvignon Blanc 2020,South Africa,Robertson,Arabella,4.0,5.95,2020.0,Budget
Sirmian Pinot Bianco 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.7,17.45,2018.0,Economy
Chablis Premier Cru Fourchaume 2017,France,Chablis Premier Cru,Domaine William Fèvre,4.2,49.37,2017.0,Mid
The King's Favour Sauvignon Blanc 2018,New Zealand,Marlborough,The Kings Series,4.0,13.9,2018.0,Economy
Pinot Bianco 2018,Italy,Südtirol - Alto Adige,Cantina Bolzano / Kellerei Bozen,3.5,11.02,2018.0,Economy
Gavi 2017,Italy,Gavi,Fontanafredda,3.6,8.59,2017.0,Budget
Cellar Selection Bosstok Chenin Blanc 2018,South Africa,Paarl,Rhebokskloof,3.8,8.29,2018.0,Budget
Pettenthal Riesling GG 2016,Germany,Rheinhessen,Kühling-Gillot,4.0,46.0,2016.0,Mid
Côtes-Du-Rhône Guy Louis Blanc 2017,France,Côtes-du-Rhône,Tardieu-Laurent,3.7,19.8,2017.0,Economy
One Man Band White 2016,South Africa,Elgin,Iona,4.1,24.9,2016.0,Mid
Condrieu 2018,France,Condrieu,E. Guigal,3.9,45.0,2018.0,Mid
Faß 25 Ayler Riesling 2016,Germany,Mosel,Peter Lauer,3.9,15.5,2016.0,Economy
Pioneer Block 3 43 Degrees Sauvignon Blanc 2019,New Zealand,Marlborough,Saint Clair,4.0,18.95,2019.0,Economy
Pettenthal Riesling GG Trocken 2014,Germany,Rheinhessen,Weingut Gunderloch,3.9,26.81,2014.0,Mid
Two Princes Riesling 2018,Germany,Nahe,Prinz Salm,4.0,8.96,2018.0,Budget
Maximin Grünhäuser Abtsberg Riesling Spätlese 2018,Germany,Mosel,Maximin Grünhaus,4.2,18.43,2018.0,Economy
Aurelia Langhe Arneis 2018,Italy,Langhe,Rivetti Massimo,3.6,9.65,2018.0,Budget
Las Pizarras Chardonnay 2017,Chile,Aconcagua Costa,Errazuriz,4.0,75.76,2017.0,Premium
Mercurey Blanc 2017,France,Mercurey,Château de Chamirey,4.0,32.0,2017.0,Mid
Kalmuck White 2018,Austria,Wachau,Gritsch Mauritiushof,3.5,9.74,2018.0,Budget
Pouilly-Fuissé Clos Sur la Roche 2017,France,Pouilly-Fuissé,Domaine Saumaize-Michelin,4.2,28.07,2017.0,Mid
Saint-Romain 2017,France,Saint-Romain,David Moret-Nomine,4.3,29.9,2017.0,Mid
Family Vineyards Chardonnay 2016,Brazil,Rio Grande do Sul,Miolo,3.2,9.9,2016.0,Budget
Cuvée Especial Verdejo 2016,Spain,Rueda,José Pariente,4.0,32.5,2016.0,Mid
Grüner Veltliner Federspiel Kaiserberg 2018,Austria,Wachau,Domäne Wachau,3.5,12.3,2018.0,Economy
Wachenheimer Altenburg P.C 2016,Germany,Pfalz,Dr. Bürklin-Wolf,3.9,28.0,2016.0,Mid
Nierstein Riesling Trocken 2017,Germany,Rheinhessen,Weingut Gunderloch,3.8,13.64,2017.0,Economy
Sancerre 'Les Caillottes' 2019,France,Sancerre,Dauny,3.8,15.7,2019.0,Economy
Corton-Charlemagne Grand Cru 2016,France,Corton-Charlemagne Grand Cru,Vincent Girardin,4.5,156.7,2016.0,Luxury
Paradies Riesling 2017,Germany,Nahe,Korrell,3.9,22.89,2017.0,Mid
El Afrutado 2015,Spain,Lanzarote,El Grifo,3.7,9.65,2015.0,Budget
Toscana Bianco 2016,Italy,Toscana,Ornellaia,4.5,251.23,2016.0,Luxury
Centenaire Côtes du Roussillon Blanc 2018,France,Côtes du Roussillon,Domaine Lafage,3.7,12.1,2018.0,Economy
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2005,France,Pessac-Léognan,Domaine de Chevalier,4.2,107.95,2005.0,Luxury
Riesling 2018,Germany,Rheinhessen,Dreissigacker,3.8,11.21,2018.0,Economy
Geheimrat J Riesling Spätlese Trocken 2011,Germany,Rheingau,Weingüter Wegeler,4.2,24.9,2011.0,Mid
Müller Thurgau 2018,Italy,Südtirol - Alto Adige,Cantina Kaltern,3.6,9.65,2018.0,Budget
From Black to White Il Bianco 2018,Italy,Veneto,Zýmē,3.9,15.04,2018.0,Economy
Escheburg 2014,Germany,Mosel,Immich-Batterieberg,3.8,15.5,2014.0,Economy
Von den Terrassen Riesling 2018,Germany,Mosel,Reinhard Knebel,4.0,14.35,2018.0,Economy
Corton-Charlemagne Grand Cru 1993,France,Corton-Charlemagne Grand Cru,Bonneau du Martray,4.3,249.95,1993.0,Luxury
Villa Grand Cap Blanc 2018,France,Vin de France,Lionel Osmin & Cie,3.4,7.3,2018.0,Budget
Chardonnay 2017,Argentina,Lujan de Cuyo,Sottano,3.5,9.7,2017.0,Budget
Blanc 2011,France,Côtes Catalanes,Domaine de l'Horizon,3.9,39.96,2011.0,Mid
Vom Buntsandstein Riesling Trocken 2016,Germany,Pfalz,Ökonomierat Rebholz,3.8,21.5,2016.0,Mid
Hullabaloo 2019,Germany,Pfalz,Schneider,4.1,16.9,2019.0,Economy
Silvaner VDP.Erste Lage Escherndorfer Lump 2016,Germany,Franken,Rainer Sauer,3.7,14.57,2016.0,Economy
La Soufrandière Climat Les Quarts Pouilly-Vinzelles 2017,France,Pouilly-Vinzelles,Bret Brothers & The Soufrandière,4.0,46.5,2017.0,Mid
Bandol Blanc 2019,France,Bandol,La Suffrene,3.5,17.5,2019.0,Economy
Killka Chardonnay 2017,Argentina,Uco Valley,Salentein,3.5,9.25,2017.0,Budget
Alea Riesling 2018,Australia,Clare Valley,Grosset,4.0,25.9,2018.0,Mid
Riesling Trocken 2018,Germany,Nahe,Emrich-Schönleber,3.9,9.9,2018.0,Budget
Scharzhofberger Riesling Auslese 2017,Germany,Wiltingen,Egon Müller - Scharzhof,4.5,450.0,2017.0,Luxury
Lugana 2019,Italy,Lugana,Bulgarini,4.0,8.89,2019.0,Budget
'Rosso & Bianco' Chardonnay 2017,United States,California,Francis Ford Coppola,3.7,13.25,2017.0,Economy
Colle Sant'Antonio Soave Classico 2014,Italy,Soave Classico,Prà,4.1,26.7,2014.0,Mid
Masseria Surani Arthemis Fiano 2017,Italy,Puglia,Tommasi,4.0,8.9,2017.0,Budget
Pinot Grigio delle Venezie 2019,Italy,delle Venezie,Lenotti,4.0,5.95,2019.0,Budget
The Beautiful Lady Gewürztraminer 2018,South Africa,Stellenbosch,Nederburg,4.2,18.52,2018.0,Economy
Bandol Blanc 2018,France,Bandol,Château de Pibarnon,4.0,26.04,2018.0,Mid
Grande Réserve Muscadet de Sèvre et Maine Sur Lie 2018,France,Muscadet-Sevre et Maine,Dominique Salmon,3.6,9.99,2018.0,Budget
Chardonnay 2018,Chile,Central Valley,Carmen,3.6,6.5,2018.0,Budget
Parallèle 45 Côtes Du Rhône Blanc 2018,France,Côtes-du-Rhône,Paul Jaboulet Aîné,3.6,11.47,2018.0,Economy
Riesling K 2016,France,Alsace,Paul Kubler,3.5,13.55,2016.0,Economy
Kalk & Kreide Sauvignon Blanc 2019,Austria,Südsteiermark,Tement,4.0,13.71,2019.0,Economy
Nahesteiner Riesling Trocken 2017,Germany,Nahe,Diel,3.7,15.39,2017.0,Economy
Les Preuses Chablis Grand Cru 2017,France,Chablis Grand Cru,Domaine Nathalie et Gilles Fevre,4.3,65.0,2017.0,Premium
Chardonnay 2019,South Africa,Robertson,Arabella,3.7,5.95,2019.0,Budget
Meursault 2016,France,Meursault,Faiveley,4.2,46.5,2016.0,Mid
Chardonnay 2018,United States,California,Crane Lake,3.5,9.26,2018.0,Budget
Riesling Trocken Brauneberger Juffer Sonnenuhr GG 2018,Germany,Brauneberg,Fritz Haag,4.1,28.7,2018.0,Mid
Chenin Blanc (Steen op Hout) 2019,South Africa,Stellenbosch,Mulderbosch,3.3,10.49,2019.0,Economy
Puro Torrontes 2019,Argentina,Mendoza,Dieter Meier,3.8,10.89,2019.0,Economy
M Capriva Del Friuli 2015,Italy,Friuli-Venezia Giulia,Schiopetto,4.3,75.9,2015.0,Premium
Cellar Selection Chardonnay 2019,Chile,Central Valley,Santa Carolina,3.4,5.95,2019.0,Budget
Weissburgunder Trocken 2018,Germany,Saale-Unstrut,Winzervereinigung Freyburg-Unstrut,3.2,7.63,2018.0,Budget
Gavi di Gavi 2019,Italy,Gavi,Fontanafredda,3.8,12.25,2019.0,Economy
Sauvignon Blanc 2019,South Africa,Constantia,Klein Constantia,4.0,15.5,2019.0,Economy
Sauvignon Blanc 2017,New Zealand,Marlborough,Curious Kiwi,3.6,7.74,2017.0,Budget
Treaty Tree Reserve Sauvignon Blanc - Semillon 2017,South Africa,Western Cape,Flagstone,3.7,9.95,2017.0,Budget
Sauvignon 2019,Italy,Colli Orientali del Friuli,La Tunella,4.3,13.16,2019.0,Economy
Weisser Burgunder II 2015,Germany,Pfalz,Von Winning,3.8,15.95,2015.0,Economy
Bechtheimer Riesling 2016,Germany,Rheinhessen,Dreissigacker,3.6,18.94,2016.0,Economy
Zeltinger Sonnenuhr Riesling Spätlese 2016,Germany,Zeltingen,Joh. Jos. Prüm,4.3,26.32,2016.0,Mid
Chardonnay Piemonte Costebianche 2017,Italy,Piemonte,Coppo,3.4,18.75,2017.0,Economy
Gamlitzer Gelber Muskateller 2017,Austria,Südsteiermark,Gross,4.1,19.4,2017.0,Economy
Riesling No 1 Trocken 2018,Germany,Rheingau,Eser,3.7,7.79,2018.0,Budget
Faß 25 Ayler Riesling 2018,Germany,Mosel,Peter Lauer,4.1,13.35,2018.0,Economy
Kranachberg Sauvignon Blanc 2017,Austria,Südsteiermark,Sattlerhof,3.9,41.58,2017.0,Mid
Staforte Soave Classico 2017,Italy,Soave Classico,Prà,4.0,15.9,2017.0,Economy
Pinot Blanc Classic 2017,France,Alsace,Bestheim,3.4,7.99,2017.0,Budget
Fernão Pires 2016,Portugal,Península de Setúbal,Portinho do Covo,3.6,5.7,2016.0,Budget
JT Blanc Costières de Nîmes 2016,France,Costières-de-Nîmes,Château de Nages,4.0,18.03,2016.0,Economy
Santenay Premier Cru 'Gravières' Blanc 2015,France,Santenay 1er Cru 'Les Gravières',Château de la Crée,4.3,73.63,2015.0,Premium
Höhenflug Chardonnay 2018,Germany,Pfalz,Hensel,4.3,16.77,2018.0,Economy
Sancerre Blanc 2018,France,Sancerre,Dominique et Janine Crochet,4.0,15.5,2018.0,Economy
Sauvignon Blanc 2017,Germany,Pfalz,Georg Mosbacher,3.8,12.5,2017.0,Economy
Nuovo Quadro Gavi 2019,Italy,Gavi,La Battistina,3.9,14.73,2019.0,Economy
Achenio Bolgheri Bianco 2015,Italy,Bolgheri,Campo Alla Sughera,3.8,15.4,2015.0,Economy
Musbrugger 2016,Germany,Baden,Ziereisen,4.3,18.42,2016.0,Economy
Gundian Albariño 2018,Spain,Rías Baixas,Adega Valdes,3.8,9.55,2018.0,Budget
Vita Bella Côtes de Provence 2016,France,Côtes de Provence,La Mascaronne,3.9,16.5,2016.0,Economy
Scheu... Aber Geil! 2018,Germany,Pfalz,Emil Bauer & Söhne,3.5,9.65,2018.0,Budget
Sauvignon Blanc 2019,Chile,Central Valley,TerraNoble,3.6,6.83,2019.0,Budget
Wehlener Sonnenuhr Riesling Kabinett 2015,Germany,Wehlen,Kerpen,3.7,9.5,2015.0,Budget
Isabelino Verdejo 2018,Spain,Rueda,Reina de Castilla,3.7,8.5,2018.0,Budget
Sémillon 2017,South Africa,Franschhoek,Boekenhoutskloof,3.9,25.5,2017.0,Mid
Weissburgunder 2018,Germany,Rheinhessen,Dreissigacker,3.9,10.9,2018.0,Economy
Turmhof Chardonnay 2017,Italy,Südtirol - Alto Adige,Tiefenbrunner,3.4,13.5,2017.0,Economy
Contessa Entellina Chiarandà 2017,Italy,Contessa Entellina,Donnafugata,4.0,23.9,2017.0,Mid
Reserve Chardonnay 2018,Argentina,Tupungato,Domaine Bousquet,3.6,8.58,2018.0,Budget
Halenberg Riesling GG 2017,Germany,Nahe,Emrich-Schönleber,4.2,42.0,2017.0,Mid
Kerner 2016,Romania,Tarnave,Villa Vinea,3.8,9.9,2016.0,Budget
Chenin Blanc 2018,South Africa,Western Cape,Laborie,3.5,7.32,2018.0,Budget
Ried Renner Grüner Veltliner 2015,Austria,Kamptal,Hirsch,3.8,23.01,2015.0,Mid
Solosole Vermentino 2019,Italy,Bolgheri,Poggio Al Tesoro,4.1,14.9,2019.0,Economy
Viognier 2018,France,Pays d'Oc,Baron Philippe de Rothschild,3.6,8.78,2018.0,Budget
Cà da Bosio Gavi 2016,Italy,Gavi,Vite Colte,3.6,8.95,2016.0,Budget
The Wolftrap White Blend 2019,South Africa,Franschhoek,Boekenhoutskloof,3.5,6.3,2019.0,Budget
Darling Sauvignon Blanc 2018,South Africa,Darling,Fairview,3.6,12.96,2018.0,Economy
Deux Roches Tradition Mâcon-Villages 2017,France,Mâcon-Villages,Collovray & Terrier,3.9,10.97,2017.0,Economy
Chardonnay 2017,South Africa,Stellenbosch,Vergelegen,3.7,15.16,2017.0,Economy
Vom Lehm Gewürztraminer 2017,Italy,Südtirol - Alto Adige,Castelfeder,3.9,12.7,2017.0,Economy
Asia Cuvée 2019,Austria,Wien,Mayer am Pfarrplatz,4.1,11.99,2019.0,Economy
Weissburgunder Trocken 2018,Germany,Pfalz,Weingut Metzger,3.9,8.04,2018.0,Budget
Horizont Grüner Veltliner 2018,Austria,Weinviertel,Herbert Zillinger,3.7,11.67,2018.0,Economy
Vinha Centenária Reserva Branco 2012,Portugal,Douro,Dona Berta,4.2,24.27,2012.0,Mid
Qvinterra Riesling 2017,Germany,Rheinhessen,Kühling-Gillot,3.8,13.69,2017.0,Economy
Riesling Trocken 2018,Germany,Rheinhessen,Bischel,3.7,8.2,2018.0,Budget
Sauvignon Blanc 2019,France,Pays d'Oc,Les Jamelles,3.5,5.46,2019.0,Budget
Pinot Grigio 2019,Italy,Colli Orientali del Friuli,Livio Felluga,4.1,18.9,2019.0,Economy
Chassagne-Montrachet 1er Cru Morgeot Monopole Clos de La Chapelle Blanc 2016,France,Chassagne-Montrachet 1er Cru 'Morgeot',Louis Jadot - Domaine Duc de Magenta,4.3,98.15,2016.0,Premium
Trebbiano - Pinot Grigio 2019,Italy,Puglia,Cielo e Terra,4.0,4.25,2019.0,Budget
Terroir de Saint Alban Blanc Sec 2018,France,Savoie,Mathieu Apffel,3.4,16.47,2018.0,Economy
Nuragus di Cagliari 2018,Italy,Nuragus di Cagliari,Antonella Corda,3.6,13.55,2018.0,Economy
Kallstadter Saumagen Riesling Spätlese Trocken 2016,Germany,Pfalz,Koehler-Ruprecht,4.0,17.45,2016.0,Economy
Chablis 2018,France,Chablis,Domaine des Hâtes,4.0,15.5,2018.0,Economy
1300 Torrontés 2019,Argentina,Tupungato,Andeluna,3.8,7.99,2019.0,Budget
Louro do Bolo Godello Valdeorras 2019,Spain,Valdeorras,Rafael Palacios,3.9,15.9,2019.0,Economy
Heerkretz Riesling GG 2017,Germany,Rheinhessen,Wagner-Stempel,3.9,46.41,2017.0,Mid
Weissburgunder Trocken 2018,Germany,Pfalz,Dr. Bürklin-Wolf,3.6,8.9,2018.0,Budget
Touraine Sauvignon 2018,France,Touraine,Domaine Malet,3.6,8.57,2018.0,Budget
Paula Chardonnay 2018,Argentina,Mendoza,Doña Paula,3.5,6.73,2018.0,Budget
Pechstein Riesling GG 2017,Germany,Pfalz,Dr. Von Bassermann-Jordan,4.3,37.04,2017.0,Mid
Chassagne-Montrachet 1er Cru 'Cailleret' 2013,France,Chassagne-Montrachet 1er Cru 'Cailleret',Jean-Marc Morey,4.1,72.0,2013.0,Premium
Grauburgunder 2018,Germany,Baden,Salwey,3.7,11.5,2018.0,Economy
Steinporz Smaragd Grüner Veltliner 2015,Austria,Wachau,Gritsch Mauritiushof,4.1,20.95,2015.0,Mid
Select Chardonnay 2017,Austria,Wien,Wieninger,4.1,20.28,2017.0,Mid
Ratscher Sauvignon Blanc 2016,Austria,Südsteiermark,Gross,3.8,19.4,2016.0,Economy
Le Margherite 2018,Italy,Langhe,Brandini,4.0,14.65,2018.0,Economy
Lugana 2019,Italy,Lugana,Zonin,3.3,8.94,2019.0,Budget
Chenin Blanc 2019,South Africa,Stellenbosch,Kaapzicht,3.5,8.5,2019.0,Budget
Valle Escondido Torrontes 2016,Argentina,Mendoza,Gouguenheim,3.4,7.9,2016.0,Budget
Ermita Veracruz Verdejo 2018,Spain,Rueda,Bodegas Veracruz,3.6,8.8,2018.0,Budget
Frühlingsplätzchen Riesling GG 2016,Germany,Nahe,Emrich-Schönleber,4.1,38.9,2016.0,Mid
Terre di Tufi Toscana Bianco 2017,Italy,Toscana,Teruzzi & Puthod,3.6,16.0,2017.0,Economy
Floreado Sauvignon Blanc 2019,Italy,Südtirol - Alto Adige,Andrian,4.1,12.95,2019.0,Economy
Zeltinger Himmelreich Riesling Kabinett 2018,Germany,Mosel,Markus Molitor,4.1,14.25,2018.0,Economy
Oktav Grauburgunder 2018,Germany,Baden,Heger,3.9,10.7,2018.0,Economy
Leithaberg Chardonnay 2017,Austria,Neusiedlersee-Hügelland,Esterházy,3.5,14.63,2017.0,Economy
Reserva 347 Vineyards Sauvignon Blanc 2017,Chile,Casablanca Valley,De Martino,3.7,8.8,2017.0,Budget
Pessac-Léognan Blanc 2016,France,Pessac-Léognan,Château de Fieuzal,3.9,58.29,2016.0,Premium
Weissburgunder 2018,Germany,Rheinhessen,Pfannebecker,3.6,7.25,2018.0,Budget
Chardonnay Salento Charà 2018,Italy,Salento,Castello Monaci,3.8,8.5,2018.0,Budget
Cool-Climate Chenin Blanc 2018,South Africa,Walker Bay,Creation,3.6,16.99,2018.0,Economy
Grüner Veltliner Federspiel Himmelstiege 2019,Austria,Wachau,Domäne Wachau,3.7,10.3,2019.0,Economy
Éo Blanc 2018,Switzerland,Zürich,Staatskellerei Zürich,3.9,27.29,2018.0,Mid
Página Sauvignon Blanc 2017,Portugal,Lisboa,Romana Vini,4.0,16.57,2017.0,Economy
Weissburgunder 2018,Germany,Rheinhessen,Stefan Winter,3.8,8.74,2018.0,Budget
Ermitage de l'Orée 2003,France,Hermitage,M. Chapoutier,4.0,181.5,2003.0,Luxury
Riesling Stein Gaisberg Reserve 2018,Austria,Kremstal,Petra Unger,3.9,14.57,2018.0,Economy
Eins Zu Eins Grauer Burgunder 2019,Germany,Pfalz,Weingut A. Diehl,3.9,7.24,2019.0,Budget
Rachel's Chenin Blanc 2019,South Africa,Coastal Region,Boschendal,3.7,8.41,2019.0,Budget
Chardonnay 2018,Chile,Casablanca Valley,Montes Alpha,3.8,16.4,2018.0,Economy
Little Yering Chardonnay 2017,Australia,Yarra Valley,Yering Station,3.3,11.95,2017.0,Economy
Chenin Blanc 2016,South Africa,Citrusdal Mountain,Botanica,4.0,27.95,2016.0,Mid
Pinot Grigio 2018,Italy,Friuli Isonzo,I Feudi di Romans,3.8,14.53,2018.0,Economy
Villa Solais Vermentino di Sardegna 2019,Italy,Vermentino di Sardegna,Santadi,3.6,7.87,2019.0,Budget
Fabelhaft Riesling 2018,Germany,Mosel,Fio,3.5,10.42,2018.0,Economy
Chablis 2017,France,Chablis,Domaine Jean Dauvissat,3.9,22.0,2017.0,Mid
Pessac-Léognan Blanc 2005,France,Pessac-Léognan,Château de Fieuzal,4.0,44.95,2005.0,Mid
Riesling SONNE 2017,Austria,Niederösterreich,Weingut R&A Pfaffl,3.9,16.59,2017.0,Economy
Tannenberg Sauvignon Blanc 2018,Italy,Südtirol - Alto Adige,Manincor,3.9,23.06,2018.0,Mid
Arneis Roero 2019,Italy,Roero,Vietti,3.8,14.9,2019.0,Economy
Protocolo Blanco 2016,Spain,Castilla,Dominio de Eguren,3.5,4.95,2016.0,Budget
Langenlois Spiegel 1.ÖTW Reserve 2011,Austria,Kamptal,Loimer,3.9,28.0,2011.0,Mid
T.N. 06 Abendrot 2015,Italy,Trentino-Alto Adige,Thomas Niedermayr,3.9,29.9,2015.0,Mid
Schüttenberg Chardonnay 2018,Austria,Niederösterreich,Markowitsch,4.0,16.58,2018.0,Economy
Von Den Grossen Lagen 2018,Germany,Nahe,Korrell,4.0,19.44,2018.0,Economy
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2005,France,Pessac-Léognan,Château Latour-Martillac,3.9,48.95,2005.0,Mid
Sancerre Blanc 2018,France,Sancerre,Domaine Salmon,3.9,14.9,2018.0,Economy
Contrada Salvarenza Vecchie Vigne Soave Classico 2016,Italy,Soave Classico,Gini,3.9,28.18,2016.0,Mid
Pettenthal Riesling GG Trocken 2016,Germany,Rheinhessen,Weingut Gunderloch,3.9,32.5,2016.0,Mid
Pošip 2016,Croatia,Dalmatian Coast,Kunjas,3.9,15.9,2016.0,Economy
Grauburgunder Herrenstück 2016,Germany,Baden,Weingut Holger Koch,3.8,12.95,2016.0,Economy
Riesling Graacher Domprobst Kabinett 2015,Germany,Mosel,Markus Molitor,3.9,17.29,2015.0,Economy
Torrontes 2017,Argentina,Mendoza,Argento,3.9,9.99,2017.0,Budget
Beaune 1er Cru 'Clos des Mouches' Blanc 2017,France,Beaune 1er Cru 'Le Clos des Mouches',Joseph Drouhin,4.4,121.85,2017.0,Luxury
Vouvray 2018,France,Vouvray,Famille Bougrier,3.8,6.95,2018.0,Budget
