Name,Country,Region,Winery,Rating,Price,Year,PriceCategory
Wehlener Sonnenuhr Riesling Auslese 2015,Germany,Mosel,Markus Molitor,4.6,99.95,2015.0,Premium
Mrs. English 2017,South Africa,Stellenbosch,Lanzerac,4.4,27.1,2017.0,Mid
Berg 2017,Italy,Trentino-Alto Adige,Colterenzio (Schreckbichl),3.7,14.57,2017.0,Economy
Le Petiot Touraine 2016,France,Touraine,Domaine Ricard,3.7,9.5,2016.0,Budget
Vulcanico Falanghina 2017,Italy,Basilicata,Paternoster,3.7,10.9,2017.0,Economy
Riesling Deidesheimer Herrgottsacker 2017,Germany,Pfalz,Reichsrat von Buhl,4.0,18.0,2017.0,Economy
Santenay Premier Cru 'Gravières' Blanc 2014,France,Santenay 1er Cru 'Les Gravières',Château de la Crée,4.1,69.26,2014.0,Premium
Oberbergener Bassgeige Grauburgunder 2018,Germany,Baden,Franz Keller,3.7,12.5,2018.0,Economy
Clos des Criots Pouilly-Fumé 2017,France,Pouilly-Fumé,Domaine Salmon,3.9,14.13,2017.0,Economy
Blanco 2018,Spain,Navarra,Bodegas Nekeas,3.5,5.5,2018.0,Budget
Riesling Forster 2018,Germany,Pfalz,Reichsrat von Buhl,3.6,12.9,2018.0,Economy
Verdicchio dei Castelli di Jesi Classico 2018,Italy,Verdicchio dei Castelli di Jesi,Vignedileo,3.7,9.26,2018.0,Budget
Collection Secrète White 2014,Georgia,Kakheti,Mukhrani,4.0,17.5,2014.0,Economy
Patatsblanc N Versnit Wit 2018,South Africa,Montagu,Boschkloof,3.6,19.3,2018.0,Economy
Riesling Alsace Grand Cru Steingrubler 2016,France,Alsace Grand Cru,Wolfberger,3.9,19.49,2016.0,Economy
Chardonnay Gran Reserva 2016,Chile,Casablanca Valley,Casas del Bosque,3.9,13.95,2016.0,Economy
Langenmorgen GG 2015,Germany,Pfalz,Von Winning,4.3,34.95,2015.0,Mid
Timeo Grillo 2018,Italy,Terre Siciliane,Baglio di Pianetto,3.6,12.99,2018.0,Economy
Falanghina del Sannio 2019,Italy,Sannio,Mastroberardino,3.5,9.9,2019.0,Budget
Chardonnay Trocken 2014,Germany,Pfalz,Knipser,4.3,28.24,2014.0,Mid
Chardonnay 2017,Australia,Murray Darling,Deakin Estate,3.2,9.23,2017.0,Budget
Riesling Reserve Zöbinger Heiligenstein Alte Reben 2011,Austria,Kamptal,Weingut Bründlmayer,4.1,45.28,2011.0,Mid
Puligny-Montrachet 2015,France,Puligny-Montrachet,Domaine Henri Boillot,4.0,65.0,2015.0,Premium
Hole In The Water Sauvignon Blanc 2018,New Zealand,Marlborough,Konrad,3.9,12.96,2018.0,Economy
Pinot Blanc 2016,France,Alsace,Hugel,3.8,13.71,2016.0,Economy
Insolia - Chardonnay Calanica 2018,Italy,Terre Siciliane,Duca di Salaparuta,3.6,6.89,2018.0,Budget
Milmanda 2016,Spain,Conca de Barberà,Torres,4.2,38.5,2016.0,Mid
Masianco 2019,Italy,Venezia,Masi,3.6,10.99,2019.0,Economy
Corbières Blanc 2018,France,Corbières,Domaine des Deux Cles,3.9,16.9,2018.0,Economy
Sancerre La Côte Des Monts Damnés 2018,France,Sancerre,Henri Bourgeois,4.0,27.5,2018.0,Mid
Estate Rauenthal Riesling 2018,Germany,Rheingau,Georg Breuer,3.8,15.0,2018.0,Economy
50 HL Riesling Spätlese Trocken 2015,Germany,Pfalz,Heinrich Vollmer,3.8,20.86,2015.0,Mid
Chardonnay 2018,Italy,Friuli-Venezia Giulia,Attems,3.9,10.66,2018.0,Economy
Gavi 2018,Italy,Gavi,Il Poggio di Gavi,3.9,9.42,2018.0,Budget
Oropasso 2019,Italy,Veneto,Biscardo,3.9,7.69,2019.0,Budget
Sauvignon Blanc 2019,South Africa,Western Cape,Du Toitskloof,3.3,7.5,2019.0,Budget
Glimmerschiefer Riesling Feinherb 2018,Germany,Mosel,Weingut Loersch,4.2,10.3,2018.0,Economy
Zelen 2015,Slovenia,Vipava,Guerila,3.6,13.9,2015.0,Economy
Ribet Blanc Chardonnay - Viognier 2019,France,Pays d'Oc,Arrogant Frog,3.4,5.8,2019.0,Budget
Jesuitengarten Riesling GG 2018,Germany,Pfalz,Dr. Von Bassermann-Jordan,4.4,48.64,2018.0,Mid
Goruli Mtsvane 2018,Georgia,Kakheti,Mukhrani,4.1,17.74,2018.0,Economy
Branco 2015,Portugal,Douro,Poeira,4.1,27.29,2015.0,Mid
Rotschiefer Riesling Kabinett 2018,Germany,Mosel,Van Volxem,4.0,12.6,2018.0,Economy
Passofino Pecorino 2018,Italy,Terre di Chieti,Feudi Bizantini,3.8,9.5,2018.0,Budget
Riesling 2017,Germany,Rheinhessen,Dreissigacker,3.8,6.58,2017.0,Budget
Berg Rottland Riesling 2016,Germany,Rheingau,Georg Breuer,4.0,43.87,2016.0,Mid
Chenin Blanc 2018,South Africa,Western Cape,Holden Manz,3.6,10.5,2018.0,Economy
Sauvignon Blanc 2018,South Africa,Western Cape,Du Toitskloof,3.4,7.3,2018.0,Budget
Bolina 2018,Italy,Salento,Cantina Rosa del Golfo,3.6,11.82,2018.0,Economy
TO 2017,Austria,Burgenland,Velich,4.0,14.72,2017.0,Economy
Belvento Viognier (I Vini Del Mare) 2018,Italy,Toscana,Petra,3.5,11.92,2018.0,Economy
Olli 2018,Italy,Sicilia,Feudo Maccari,3.7,9.17,2018.0,Budget
Eichhorn Pinot Bianco 2018,Italy,Südtirol - Alto Adige,Manincor,4.2,24.27,2018.0,Mid
Verdejo 2018,Spain,Rueda,Valdecuevas,3.7,7.9,2018.0,Budget
Vernaccia di San Gimignano 2018,Italy,Vernaccia di San Gimignano,Abbazia Monte Oliveto,3.8,8.5,2018.0,Budget
Somereto Chardonnay 2018,Italy,Südtirol - Alto Adige,Andrian,3.4,9.9,2018.0,Budget
Rotschiefer Riesling 2018,Germany,Rheinhessen,St. Antony,3.9,10.4,2018.0,Economy
Private Collection Chardonnay 2017,South Africa,Stellenbosch,Saxenburg,3.9,17.5,2017.0,Economy
Liebfraumilch 2018,Germany,Pfalz,Hammel & Cie,3.7,7.63,2018.0,Budget
Châteauneuf-du-Pape Blanc 2017,France,Châteauneuf-du-Pape,Domaine des Sénéchaux,4.1,34.73,2017.0,Mid
GG Henkenberg Weissburgunder 2015,Germany,Baden,Salwey,4.2,29.08,2015.0,Mid
K 2016,Austria,Burgenland,Kracher,4.1,24.99,2016.0,Mid
Vermentino di Sardegna 2018,Italy,Vermentino di Sardegna,Su'entu,3.7,12.49,2018.0,Economy
Kammern Grüner Veltliner 2017,Austria,Kamptal,Hirsch,3.8,12.87,2017.0,Economy
Moscatel 2016,Chile,Itata Valley,Viña La Causa,3.6,12.81,2016.0,Economy
Blanc de Blancs 2018,Spain,Binissalem-Mallorca,Bodegas José L. Ferrer,3.6,9.5,2018.0,Budget
Soave Classico 2017,Italy,Soave Classico,Lenotti,3.7,4.83,2017.0,Budget
Riesling Alte Reben 2017,Germany,Mosel,Maximin Grünhaus,3.8,15.3,2017.0,Economy
Unwooded Chardonnay 2018,South Africa,Stellenbosch,Neethlingshof Estate,3.5,8.95,2018.0,Budget
Riesling Trocken 2017,Germany,Pfalz,Ökonomierat Rebholz,3.6,11.9,2017.0,Economy
Edición Blanca 2016,Spain,Navarra,Bodegas Príncipe de Viana,3.6,11.95,2016.0,Economy
Kastelberg Grand Cru 2016,France,Alsace Grand Cru 'Kastelberg',Marc Kreydenweiss,4.2,49.5,2016.0,Mid
Vulkangestein Riesling Trocken 2018,Germany,Nahe,Schäfer-Fröhlich,4.0,15.1,2018.0,Economy
Grande Réserve Chardonnay 2018,France,Languedoc,Paul Mas,4.1,13.58,2018.0,Economy
Dornleiten Riesling 2017,Austria,Kremstal,Nigl,3.5,14.95,2017.0,Economy
Grüner Veltliner Frauengrund 2018,Austria,Kremstal,Josef Dockner,3.6,8.7,2018.0,Budget
Sauvignon 2019,Italy,Südtirol - Alto Adige,Tramin,3.8,9.45,2019.0,Budget
Riesling Alsace Signature 2018,France,Alsace,Wolfberger,3.7,8.28,2018.0,Budget
Kiedrich Gräfenberg Riesling Trocken GG 2017,Germany,Rheingau,Robert Weil,4.0,41.4,2017.0,Mid
Sauvignon Blanc 2017,South Africa,Coastal Region,Fleur du Cap,3.2,9.3,2017.0,Budget
Chardonnay Sonoma Coast 2017,United States,Sonoma Coast,Schug,3.6,29.37,2017.0,Mid
Spring Fever Chardonnay 2016,Australia,Eden Valley,Langmeil,3.6,8.68,2016.0,Budget
Silvaner Trocken 2015,Germany,Rheinhessen,Wittmann,3.5,9.36,2015.0,Budget
Graacher Himmelreich Riesling Auslese 2006,Germany,Graach,Joh. Jos. Prüm,4.1,62.0,2006.0,Premium
Venezia Giulia Sauvignon Blanc 2018,Italy,Venezia Giulia,Lis Neris,3.8,18.9,2018.0,Economy
Berg Pinot Bianco 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.5,9.9,2018.0,Budget
Batteriberg Detonation Riesling 2017,Germany,Mosel,Immich-Batterieberg,3.8,13.5,2017.0,Economy
Alma Terra 2018,Italy,Franciacorta,Bellavista,3.7,23.12,2018.0,Mid
Puligny-Montrachet 2016,France,Puligny-Montrachet,Domaine Henri Boillot,4.0,59.9,2016.0,Premium
Serra Lupini Roero Arneis 2019,Italy,Roero,Negro Angelo,3.9,10.5,2019.0,Economy
Saar Alte Reben Riesling 2016,Germany,Mosel,Markus Molitor,4.0,17.35,2016.0,Economy
Würzburger Stein Riesling Trocken 2018,Germany,Würzburg,Bürgerspital,3.7,14.57,2018.0,Economy
Zellertal Riesling 2018,Germany,Pfalz,Schwedhelm Zellertal,3.8,9.94,2018.0,Budget
Riserva Nova Domus Terlaner 2017,Italy,Südtirol - Alto Adige,Terlan (Terlano),4.3,35.85,2017.0,Mid
Pinot Grigio 2019,Italy,Südtirol - Alto Adige,Peter Zemmer,3.9,9.26,2019.0,Budget
Côte des Roses Sauvignon Blanc 2019,France,Pays d'Oc,Gérard Bertrand,3.8,10.8,2019.0,Economy
Vernaccia di San Gimignano 2018,Italy,Vernaccia di San Gimignano,Teruzzi & Puthod,3.5,10.57,2018.0,Economy
Sandstein Riesling Trocken 2019,Germany,Rheinhessen,Gysler,4.0,10.21,2019.0,Economy
Castel Firmian Sauvignon Trentino 2018,Italy,Trentino,Mezzacorona,3.6,6.75,2018.0,Budget
Santenay Premier Cru 'Gravières' Blanc 2013,France,Santenay 1er Cru 'Les Gravières',Château de la Crée,4.3,65.9,2013.0,Premium
Chardonnay Unwooded 2018,South Africa,Paarl,Glen Carlou,3.4,8.95,2018.0,Budget
Pleno Blanco 2018,Spain,Navarra,Agronavarra,3.4,5.16,2018.0,Budget
Loibner Federspiel Grüner Veltliner 2018,Austria,Wachau,F.X. Pichler,4.1,26.77,2018.0,Mid
Bourgogne Blanc 2017,France,Bourgogne,Domaine Henri Boillot,3.9,32.55,2017.0,Mid
Wairau Reserve Sauvignon Blanc 2019,New Zealand,Marlborough,Saint Clair,4.4,26.95,2019.0,Mid
Director's Cut Chardonnay 2018,United States,Russian River Valley,Francis Ford Coppola,4.1,26.5,2018.0,Mid
Chardonnay 2018,South Africa,Western Cape,Cathedral,3.5,10.42,2018.0,Economy
Riesling Trocken 2016,Germany,Nahe,Kruger-Rumpf,3.8,16.95,2016.0,Economy
Zeltinger Sonnenuhr Riesling Auslese*** 2014,Germany,Mosel,Markus Molitor,4.2,79.93,2014.0,Premium
Estate Rauenthal Riesling 2017,Germany,Rheingau,Georg Breuer,3.7,17.0,2017.0,Economy
Riesling Trocken 2018,Germany,Rheingau,Prinz von Hessen,3.8,8.9,2018.0,Budget
Petit Chablis 2018,France,Petit Chablis,Domaine du Chardonnay,3.7,16.5,2018.0,Economy
Greca Terra Retsina N.V.,Greece,Peloponnesos,Tsantali,2.2,5.35,,Budget
Höllenpfad Riesling Trocken 2018,Germany,Nahe,Dönnhoff,4.1,20.5,2018.0,Mid
Reméage Blanc 2018,France,Vin de France,Les Vins de Vienne - Cuilleron-Gaillard-Villard,3.8,9.5,2018.0,Budget
Well Done Riesling Trocken 2018,Germany,Pfalz,Weingut Metzger,3.6,6.77,2018.0,Budget
Nostre Païs Blanc 2017,France,Costières-de-Nîmes,Michel Gassier,3.9,13.58,2017.0,Economy
Fendant 2018,Switzerland,Valais,Domaines Rouvinez,3.8,18.9,2018.0,Economy
IL Bianco 2018,Italy,Toscana,Brancaia,3.7,10.9,2018.0,Economy
Riesling Trocken 2018,Germany,Pfalz,Ökonomierat Rebholz,3.6,14.42,2018.0,Economy
Riesling Feinherb 2017,Germany,Kanzem,Von Othegraven,3.5,10.67,2017.0,Economy
Chardonnay Dolomiti 2018,Italy,Vigneti delle Dolomiti,Terre del Noce,3.4,5.2,2018.0,Budget
Grauburgunder Trocken 2019,Germany,Pfalz,Weingut Metzger,3.8,8.28,2019.0,Budget
Weissburgunder Trocken 2018,Germany,Rheinhessen,Battenfeld Spanier,3.8,10.09,2018.0,Economy
Gelber Muskateller Steirische Klassik 2017,Austria,Südoststeiermark,Neumeister,3.6,14.5,2017.0,Economy
Chardonnay - Terret 2018,France,Pays d'Oc,Josselin,3.3,8.67,2018.0,Budget
Erdener Treppchen Riesling Kabinett 2015,Germany,Mosel,Markus Molitor,3.9,13.46,2015.0,Economy
Kellermeister Privat Kremser Goldberg Grüner Veltliner 2018,Austria,Kremstal,Winzer Krems,3.6,9.55,2018.0,Budget
Black Label Nik Weis Bockstein Kabinett 2018,Germany,Mosel,St. Urbans-Hof,4.1,15.99,2018.0,Economy
Macabeo 2018,Spain,Castilla,Crin Roja,2.9,4.25,2018.0,Budget
Schloss Reichartshausen Riesling Kabinett 2016,Germany,Rheingau,Balthasar Ress,3.8,14.5,2016.0,Economy
Grauer Burgunder 2019,Germany,Pfalz,Weingut A. Diehl,3.9,6.49,2019.0,Budget
Marlborough Sauvignon Blanc 2019,New Zealand,Marlborough,Waipara Hills,3.8,12.9,2019.0,Economy
Yattarna Chardonnay (BIN 144) 2015,Australia,Adelaide Hills,Penfolds,4.2,221.95,2015.0,Luxury
Chablis Montmains 1er Cru 2015,France,Chablis 1er Cru 'Montmains',Domaine des Marronniers,4.1,19.9,2015.0,Economy
Gemischter Satz 2018,Austria,Wien,Zahel,3.4,9.9,2018.0,Budget
Solosole Pagus Camilla 2015,Italy,Bolgheri,Poggio Al Tesoro,4.1,44.9,2015.0,Mid
Strassertal Grüner Veltliner 2018,Austria,Kamptal,Johann Topf,3.5,12.41,2018.0,Economy
Bourgogne Le Chardonnay de Chardonnay 2017,France,Bourgogne,Bouchard Père & Fils,3.7,44.59,2017.0,Mid
Rotes Tor - Grüner Veltliner Smaragd 2018,Austria,Wachau,Franz Hirtzberger,4.1,42.5,2018.0,Mid
Le Petit Cheval Bordeaux Blanc 2016,France,Bordeaux,Château Cheval Blanc,4.4,138.6,2016.0,Luxury
Belleruche Côtes-du-Rhône Blanc 2019,France,Côtes-du-Rhône,M. Chapoutier,3.7,10.47,2019.0,Economy
Chardonnay 2018,South Africa,Elgin,Iona,4.1,23.5,2018.0,Mid
Weißer Burgunder 2018,Germany,Nahe,Gut Hermannsberg,3.8,9.9,2018.0,Budget
Riesling Suez 2016,Germany,Pfalz,Reichsrat von Buhl,3.8,17.9,2016.0,Economy
Douro Fabelhaft Branco 2017,Portugal,Douro,Niepoort,3.7,10.35,2017.0,Economy
Grauburgunder Vom Löss 2018,Germany,Baden,Franz Keller,3.4,8.5,2018.0,Budget
Sauvignon 2017,Italy,Friuli Grave,Borgo Magredo,3.7,8.78,2017.0,Budget
Norheimer Kirschheck Riesling Spätlese 2017,Germany,Nahe,Dönnhoff,4.1,23.49,2017.0,Mid
Chardonnay 2018,Spain,Navarra,Castillo de Enériz,3.6,6.54,2018.0,Budget
Vom Vulkan 2018,Germany,Nahe,Gut Hermannsberg,4.0,15.65,2018.0,Economy
Meursault-Blagny 1er Cru 'La Pièce sous le Bois' 2015,France,Blagny 1er Cru 'La Pièce sous le Bois',Domaine Sylvain Langoureau,4.3,85.0,2015.0,Premium
Côtes de Tablas Blanc 2015,United States,Paso Robles,Tablas Creek Vineyard,3.9,32.0,2015.0,Mid
Chenin Blanc 2018,South Africa,Swartland,David & Nadia,3.9,34.15,2018.0,Mid
Chardonnay 2018,South Africa,Western Cape,Obikwa,3.6,5.62,2018.0,Budget
Eins Zu Eins Blanc de Noirs 2019,Germany,Pfalz,Weingut A. Diehl,4.3,6.75,2019.0,Budget
La Mar 2016,Spain,Rías Baixas,Terras Gauda,4.0,20.25,2016.0,Mid
Les Cépages Sauvignon Blanc 2012,France,Pays d'Oc,Baron Philippe de Rothschild,3.2,8.69,2012.0,Budget
Blanc Secret Côtes de Provence 2016,France,Côtes de Provence,Château des Sarrins,4.1,16.52,2016.0,Economy
Sauvignon 2017,Italy,Südtirol - Alto Adige,Franz Haas,4.1,35.44,2017.0,Mid
Volratz Riesling Trocken 2018,Germany,Rheingau,Schloss Vollrads,3.7,9.5,2018.0,Budget
Deidesheimer Kieselberg Riesling Trocken 2017,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.8,19.99,2017.0,Economy
Bussiador 2016,Italy,Langhe,Aldo Conterno,4.1,48.4,2016.0,Mid
Reméage Blanc 2017,France,Vin de France,Les Vins de Vienne - Cuilleron-Gaillard-Villard,3.8,9.5,2017.0,Budget
Sobaja Sauvignon 2018,Italy,Friuli Grave,Pradio,3.8,10.51,2018.0,Economy
Lion Grüner Veltliner 2018,Austria,Niederösterreich,Kracher & Sohm,3.8,12.49,2018.0,Economy
Alte Reben Riesling 2018,Germany,Mosel,Van Volxem,4.0,17.69,2018.0,Economy
Semillón 2017,Argentina,Mendoza,El Enemigo,3.9,19.01,2017.0,Economy
Alpi Retiche 2018,Italy,Vino d'Italia,Nino Negri,3.7,13.26,2018.0,Economy
Tributo Chardonnay 2016,Chile,Casablanca Valley,Caliterra,3.5,10.23,2016.0,Economy
Pouilly-Fumé La Chantereine 2018,France,Pouilly-Fumé,Henri Bourgeois,3.6,22.42,2018.0,Mid
Condrieu Le Grand Vallon 2017,France,Condrieu,Francois Villard,4.2,40.9,2017.0,Mid
Sauvignon Blanc 2019,Chile,Leyda Valley,Amaral,3.7,8.99,2019.0,Budget
Todo Sobre Mi Chardonnay 2018,Spain,Jumilla,Bodega Cerrón,3.7,9.5,2018.0,Budget
L'Abeille de Fieuzal Pessac-Léognan Blanc 2015,France,Pessac-Léognan,Château de Fieuzal,3.9,27.78,2015.0,Mid
The Whip White Blend 2017,United States,Livermore Valley,Murrieta's Well,3.8,26.31,2017.0,Mid
Federspiel Grüner Veltliner 2018,Austria,Wachau,Domäne Wachau,3.6,10.49,2018.0,Economy
Langenlois Grüner Veltliner 2018,Austria,Kamptal,Loimer,3.7,8.87,2018.0,Budget
Sauvignon Blanc 2016,New Zealand,Marlborough,Leefield Station,3.9,13.9,2016.0,Economy
GT-V Viognier 2018,France,Rhone Valley,LePlan-Vermeersch,3.9,15.37,2018.0,Economy
Gaudium Fiano di Avellino 2016,Italy,Fiano de Avellino,I Capitani,4.1,12.53,2016.0,Economy
Chiaramonte Inzolia Sicilia 2018,Italy,Terre Siciliane,Firriato,3.6,7.9,2018.0,Budget
Chardonnay 2017,New Zealand,Marlborough,Nautilus,4.0,22.22,2017.0,Mid
Langhe Chardonnay 2018,Italy,Langhe,Fontanafredda,3.4,7.51,2018.0,Budget
Vouvray Sec 2017,France,Vouvray,Clos de Nouys,3.8,10.92,2017.0,Economy
Gewürztraminer 2016,France,Alsace,Hugel,3.8,16.47,2016.0,Economy
Chenin Blanc 2019,South Africa,Citrusdal Mountain,Cederberg,3.6,13.15,2019.0,Economy
Hattenheim Engelmannsberg Riesling Trocken 2018,Germany,Rheingau,Balthasar Ress,4.1,17.9,2018.0,Economy
Corton-Charlemagne Grand Cru 2013,France,Corton-Charlemagne Grand Cru,Joseph Drouhin,4.5,193.99,2013.0,Luxury
Ried Schütt Dürnsteiner Riesling Smaragd 2017,Austria,Wachau,Weingut Knoll,4.3,42.0,2017.0,Mid
Cassis Blanc 2017,France,Cassis,Ferme Blanche,3.6,15.9,2017.0,Economy
Merol Chardonnay 2017,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.7,12.6,2017.0,Economy
Selida Gewürztraminer 2019,Italy,Südtirol - Alto Adige,Tramin,3.9,13.5,2019.0,Economy
Doosberg Riesling Trocken 2016,Germany,Rheingau,Peter Jakob Kühn,4.4,42.89,2016.0,Mid
Riesling Trocken 2018,Germany,Rheinhessen,P. J. Valckenberg,3.8,6.2,2018.0,Budget
Benchmark Chardonnay 2014,Australia,Barossa,Grant Burge,3.2,6.95,2014.0,Budget
Chardonnay Bourgogne 2016,France,Bourgogne,Ropiteau Freres,3.6,12.08,2016.0,Economy
Moonlite Toscana 2018,Italy,Toscana,Rocca delle Macìe,3.7,9.99,2018.0,Budget
Gris 2009,Italy,Friuli Isonzo,Lis Neris,4.0,44.28,2009.0,Mid
Grüner Veltliner Loiser Berg 2016,Austria,Kamptal,Weingut Bründlmayer,3.6,18.5,2016.0,Economy
Grüner Sylvaner Trocken 2016,Germany,Rheinhessen,Battenfeld Spanier,3.9,12.19,2016.0,Economy
Hallgartener Hendelberg Riesling Trocken 2017,Germany,Rheingau,Peter Jakob Kühn,4.0,24.0,2017.0,Mid
Gavi Riserva 2016,Italy,Gavi,La Raia,4.0,18.5,2016.0,Economy
Sauvignon Blanc 2017,Italy,Friuli Isonzo,I Feudi di Romans,3.8,14.53,2017.0,Economy
Villa Blanche Chardonnay 2019,France,Pays d'Oc,Calmel & Joseph,3.8,6.77,2019.0,Budget
Chassagne-Montrachet Blanc 2017,France,Chassagne-Montrachet,Joseph Drouhin,4.2,58.39,2017.0,Premium
Jesuitengarten GG 2012,Germany,Pfalz,Reichsrat von Buhl,4.3,42.0,2012.0,Mid
Modello Pinot Grigio 2019,Italy,Veneto,Masi,3.8,8.99,2019.0,Budget
Terroir Series Sauvignon Blanc 2019,New Zealand,Marlborough,Brancott Estate,4.0,12.1,2019.0,Economy
Fransola 2018,Spain,Penedès,Torres,3.8,23.75,2018.0,Mid
Scharzhofberger Riesling Kabinett 2011,Germany,Mosel,Bischöfliche Weingüter Trier,3.8,9.64,2011.0,Budget
Riesling Federspiel Terrassen 2019,Austria,Wachau,Domäne Wachau,3.7,9.49,2019.0,Budget
Graacher Himmelreich Riesling Kabinett 2018,Germany,Mosel,Willi Schaefer,3.9,17.9,2018.0,Economy
Terre d'Argence Gard 2016,France,Coteaux du Pont du Gard,Château Mourgues du Grès,3.8,12.9,2016.0,Economy
L'Elfo Pinot Grigio 2018,Italy,Veneto,Sacchetto,3.6,5.9,2018.0,Budget
Terlaner Classico 2019,Italy,Südtirol - Alto Adige,Terlan (Terlano),4.0,12.89,2019.0,Economy
Piano dei Daini Etna Bianco 2017,Italy,Etna,Tenute Bosco,3.8,24.73,2017.0,Mid
Johannisberger Riesling Trocken 2017,Germany,Rheingau,Prinz von Hessen,3.8,11.31,2017.0,Economy
Spätburgunder Blanc de Noir 2018,Germany,Ahr,Jean Stodden,3.6,12.4,2018.0,Economy
Seven Flags Chardonnay 2017,South Africa,Elgin,Paul Cluver,4.4,53.35,2017.0,Premium
Chardonnay (Barrel Fermented) 2018,South Africa,Breede River Valley,Bergsig Estate,3.7,9.25,2018.0,Budget
Corton-Charlemagne Grand Cru 2015,France,Corton-Charlemagne Grand Cru,Domaine des Héritiers Louis Jadot,4.6,221.95,2015.0,Luxury
Saint-Joseph Blanc 2016,France,Saint-Joseph,E. Guigal,3.7,25.92,2016.0,Mid
Lugana 2019,Italy,Lugana,Ottella,3.8,9.3,2019.0,Budget
Podium Verdicchio dei Castelli di Jesi Classico Superiore 2017,Italy,Verdicchio dei Castelli di Jesi,Garofoli,3.7,14.9,2017.0,Economy
Kalkmergel Riesling Trocken 2017,Germany,Pfalz,Knipser,3.9,15.38,2017.0,Economy
Pessac-Léognan Blanc 2005,France,Pessac-Léognan,Château Smith Haut-Lafitte,4.2,119.95,2005.0,Luxury
Bourgogne Chardonnay 2017,France,Bourgogne,Olivier Leflaive,3.8,19.99,2017.0,Economy
Château-Thébaud 2015,France,Muscadet-Sevre et Maine,Pépière,3.9,18.9,2015.0,Economy
Gavi 2018,Italy,Gavi,Cascina la Doria,3.4,8.93,2018.0,Budget
Appius 2014,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.4,110.0,2014.0,Luxury
Val dei Molini Custoza 2018,Italy,Bianco di Custoza,Cantina di Custoza,3.4,7.3,2018.0,Budget
Villa Cordevigo Bianco 2016,Italy,Rosso Veronese,Villabella,4.3,19.07,2016.0,Economy
Randemar Blanc De Blancs 2016,Spain,Binissalem-Mallorca,Tianna Negre,3.5,8.99,2016.0,Budget
Les Princes Abbés Pinot Gris Alsace 2017,France,Alsace,Domaines Schlumberger,3.8,11.6,2017.0,Economy
Chardonnay - Weissburgunder Trocken 2018,Germany,Pfalz,Knipser,3.6,13.15,2018.0,Economy
Garnacha Blanca 2018,Spain,Rioja,La Maldita,3.8,8.7,2018.0,Budget
Pinot Gris Alsace Signature 2018,France,Alsace,Wolfberger,3.9,7.66,2018.0,Budget
Viognier 2018,France,Côtes de Thongue,Domaine Montrose,3.6,8.68,2018.0,Budget
Grüner Veltliner vom Haus 2019,Austria,Niederösterreich,Weingut R&A Pfaffl,3.8,7.5,2019.0,Budget
Vineyard Selection Chardonnay (Barrel Fermented) 2019,South Africa,Western Cape,Kleine Zalze,3.9,11.5,2019.0,Economy
Appius 2013,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.5,100.99,2013.0,Luxury
Pinot Grigio 2018,Italy,Colli Orientali del Friuli,Torre Rosazza,3.8,13.93,2018.0,Economy
Chardonnay 2016,United States,Washington,Red Diamond,3.6,14.13,2016.0,Economy
Barrel Fermented Chardonnay 2017,South Africa,Franschhoek,Holden Manz,4.1,23.95,2017.0,Mid
Agneau Bordeaux Blanc 2018,France,Bordeaux,Baron Philippe de Rothschild,3.2,6.05,2018.0,Budget
Gewürztraminer 2019,Italy,Südtirol - Alto Adige,Wilhelm Walch,3.8,11.0,2019.0,Economy
Viognier 2015,Australia,South Australia,Oxford Landing,3.2,8.78,2015.0,Budget
Sauvignon Blanc 2019,South Africa,Paarl,Niel Joubert,3.7,5.56,2019.0,Budget
Kinheimer Rosenberg Riesling Kabinett 2015,Germany,Mosel,Markus Molitor,3.9,15.95,2015.0,Economy
Conde de Valdemar Blanco 2018,Spain,Rioja,Bodegas Valdemar,3.5,8.19,2018.0,Budget
Schlossberg 2016,Germany,Rheingau,Schloss Vollrads,3.9,27.78,2016.0,Mid
Cà del Lago Lugana 2018,Italy,Lugana,Villabella,3.8,11.9,2018.0,Economy
Leiwener Riesling Trocken 2018,Germany,Mosel,Josef Rosch,3.9,8.69,2018.0,Budget
Perlato del Bosco Toscana Vermentino 2018,Italy,Toscana,Tua Rita,3.7,14.43,2018.0,Economy
Via Edetana Blanca 2018,Spain,Terra Alta,Edetària,3.9,12.32,2018.0,Economy
Cellar Selection Unoaked Chardonnay 2019,South Africa,Stellenbosch,Kleine Zalze,3.3,8.7,2019.0,Budget
Il Mandorlo Gavi 2016,Italy,Gavi,Tenuta San Pietro,4.2,16.95,2016.0,Economy
SL Riesling Kabinett 2016,Germany,Mosel,Schloss Lieser,3.7,12.95,2016.0,Economy
Le Phant Blanc 2014,New Zealand,Hawke's Bay,Elephant Hill,3.5,19.9,2014.0,Economy
Wehlener Sonnenuhr Riesling Spätlese 2015,Germany,Mosel,Markus Molitor,4.0,22.95,2015.0,Mid
Il Forte Gavi 2018,Italy,Gavi,Produttori del Gavi,3.8,10.57,2018.0,Economy
